,number_of_incidents,code,year,month
36442,2,73j,2015,06
36443,1,73j,2015,07
36444,3,73j,2015,09
36445,1,73j,2016,03
36446,1,73j,2016,04
36447,1,73j,2016,05
36448,2,73j,2016,10
36449,2,73j,2016,12
36450,2,73j,2017,01
36451,4,73j,2017,02
36452,2,74a,2009,01
36453,1,74a,2016,07
36454,1,74b,2005,04
36455,1,74b,2005,12
36456,1,74b,2006,09
36457,1,74b,2006,10
36458,1,74b,2006,11
36459,1,74b,2007,04
36460,1,74b,2007,10
36461,2,74b,2007,11
36462,1,74b,2008,08
36463,1,74b,2009,10
36464,1,74b,2009,12
36465,1,74b,2011,03
36466,1,74b,2011,06
36467,1,74b,2011,11
36468,1,74b,2012,01
36469,1,74b,2012,04
36470,2,74b,2012,05
36471,1,74b,2012,06
36472,2,74b,2012,07
36473,3,74b,2012,09
36474,1,74b,2012,11
36475,1,74b,2013,03
36476,1,74b,2013,06
36477,1,74b,2013,08
36478,1,74b,2013,09
36479,6,74b,2013,10
36480,3,74b,2013,11
36481,2,74b,2013,12
36482,4,74b,2014,03
36483,1,74b,2014,04
36484,2,74b,2014,06
36485,2,74b,2014,07
36486,1,74b,2014,08
36487,1,74b,2014,09
36488,1,74b,2014,10
36489,2,74b,2014,11
36490,6,74b,2015,01
36491,2,74b,2015,02
36492,3,74b,2015,03
36493,1,74b,2015,04
36494,2,74b,2015,06
36495,7,74b,2015,07
36496,1,74b,2015,10
36497,1,74b,2015,11
36498,2,74b,2015,12
36499,1,74b,2016,01
36500,2,74b,2016,02
36501,1,74b,2016,03
36502,1,74b,2016,05
36503,1,74b,2016,11
36504,2,74b,2016,12
36505,2,74b,2017,02
36506,1,74c,2005,04
36507,1,74c,2005,06
36508,1,74c,2005,07
36509,1,74c,2005,08
36510,1,74c,2005,10
36511,1,74c,2005,12
36512,1,74c,2006,05
36513,1,74c,2006,08
36514,3,74c,2006,12
36515,5,74c,2007,01
36516,2,74c,2007,03
36517,1,74c,2007,04
36518,1,74c,2007,06
36519,1,74c,2007,09
36520,1,74c,2007,11
36521,1,74c,2007,12
36522,1,74c,2008,01
36523,1,74c,2008,03
36524,1,74c,2008,05
36525,1,74c,2008,10
36526,1,74c,2008,12
36527,1,74c,2009,05
36528,1,74c,2009,08
36529,1,74c,2009,09
36530,1,74c,2009,12
36531,1,74c,2010,01
36532,2,74c,2010,05
36533,3,74c,2010,08
36534,1,74c,2010,09
36535,2,74c,2010,12
36536,1,74c,2011,01
36537,1,74c,2011,02
36538,1,74c,2011,03
36539,1,74c,2011,05
36540,1,74c,2011,06
36541,1,74c,2011,07
36542,1,74c,2011,09
36543,1,74c,2011,10
36544,2,74c,2012,01
36545,1,74c,2012,03
36546,1,74c,2012,05
36547,5,74c,2012,06
36548,2,74c,2012,07
36549,2,74c,2012,08
36550,4,74c,2012,09
36551,1,74c,2012,10
36552,2,74c,2012,11
36553,1,74c,2013,01
36554,1,74c,2013,02
36555,2,74c,2013,03
36556,2,74c,2013,05
36557,2,74c,2013,06
36558,2,74c,2013,07
36559,2,74c,2013,08
36560,1,74c,2013,09
36561,2,74c,2013,10
36562,1,74c,2013,11
36563,2,74c,2014,01
36564,1,74c,2014,02
36565,2,74c,2014,09
36566,1,74c,2014,10
36567,1,74c,2014,12
36568,2,74c,2015,01
36569,2,74c,2015,04
36570,3,74c,2015,06
36571,4,74c,2015,07
36572,1,74c,2015,08
36573,1,74c,2015,09
36574,1,74c,2015,11
36575,2,74c,2016,01
36576,1,74c,2016,02
36577,1,74c,2016,04
36578,1,74c,2016,05
36579,1,74c,2016,09
36580,2,74c,2016,10
36581,1,74c,2016,11
36582,1,74c,2016,12
36583,1,74c,2017,01
36584,1,74c,2017,02
36585,1,75a,2005,04
36586,2,75a,2005,05
36587,2,75a,2005,06
36588,2,75a,2005,07
36589,2,75a,2005,08
36590,1,75a,2005,09
36591,2,75a,2005,11
36592,9,75a,2005,12
36593,6,75a,2006,01
36594,2,75a,2006,02
36595,3,75a,2006,03
36596,1,75a,2006,04
36597,1,75a,2006,05
36598,2,75a,2006,06
36599,2,75a,2006,08
36600,3,75a,2006,09
36601,2,75a,2006,10
36602,5,75a,2006,11
36603,6,75a,2006,12
36604,7,75a,2007,01
36605,5,75a,2007,02
36606,4,75a,2007,03
36607,3,75a,2007,04
36608,3,75a,2007,05
36609,1,75a,2007,06
36610,1,75a,2007,07
36611,1,75a,2007,08
36612,2,75a,2007,09
36613,5,75a,2007,10
36614,6,75a,2007,11
36615,3,75a,2007,12
36616,2,75a,2008,01
36617,2,75a,2008,02
36618,3,75a,2008,03
36619,2,75a,2008,05
36620,4,75a,2008,06
36621,3,75a,2008,07
36622,1,75a,2008,08
36623,5,75a,2008,09
36624,1,75a,2008,10
36625,4,75a,2008,12
36626,3,75a,2009,01
36627,1,75a,2009,02
36628,4,75a,2009,03
36629,4,75a,2009,04
36630,3,75a,2009,05
36631,3,75a,2009,06
36632,2,75a,2009,09
36633,1,75a,2009,10
36634,1,75a,2009,12
36635,3,75a,2010,01
36636,1,75a,2010,02
36637,4,75a,2010,04
36638,3,75a,2010,05
36639,2,75a,2010,06
36640,5,75a,2010,07
36641,2,75a,2010,08
36642,2,75a,2010,11
36643,8,75a,2010,12
36644,2,75a,2011,01
36645,1,75a,2011,02
36646,1,75a,2011,03
36647,2,75a,2011,04
36648,1,75a,2011,05
36649,1,75a,2011,06
36650,2,75a,2011,07
36651,1,75a,2011,08
36652,1,75a,2011,10
36653,3,75a,2011,11
36654,4,75a,2011,12
36655,2,75a,2012,01
36656,1,75a,2012,03
36657,4,75a,2012,05
36658,3,75a,2012,06
36659,1,75a,2012,07
36660,1,75a,2012,08
36661,2,75a,2012,09
36662,2,75a,2012,11
36663,2,75a,2012,12
36664,1,75a,2013,01
36665,3,75a,2013,05
36666,3,75a,2013,06
36667,14,75a,2013,07
36668,12,75a,2013,08
36669,9,75a,2013,09
36670,8,75a,2013,10
36671,4,75a,2013,11
36672,12,75a,2013,12
36673,2,75a,2014,01
36674,6,75a,2014,02
36675,3,75a,2014,03
36676,6,75a,2014,05
36677,4,75a,2014,06
36678,11,75a,2014,07
36679,10,75a,2014,08
36680,1,75a,2014,10
36681,3,75a,2014,11
36682,4,75a,2014,12
36683,15,75a,2015,01
36684,2,75a,2015,02
36685,1,75a,2015,04
36686,1,75a,2015,05
36687,3,75a,2015,06
36688,3,75a,2015,07
36689,2,75a,2015,08
36690,2,75a,2015,09
36691,1,75a,2015,10
36692,1,75a,2015,11
36693,4,75a,2015,12
36694,5,75a,2016,01
36695,2,75a,2016,02
36696,2,75a,2016,03
36697,1,75a,2016,04
36698,5,75a,2016,05
36699,2,75a,2016,06
36700,1,75a,2016,08
36701,3,75a,2016,09
36702,3,75a,2016,10
36703,3,75a,2016,11
36704,11,75a,2016,12
36705,4,75a,2017,01
36706,1,75a,2017,02
36707,1,75b,2005,04
36708,2,75b,2005,05
36709,2,75b,2005,06
36710,1,75b,2005,07
36711,2,75b,2005,09
36712,1,75b,2005,10
36713,1,75b,2005,11
36714,2,75b,2005,12
36715,1,75b,2006,03
36716,1,75b,2006,05
36717,2,75b,2006,07
36718,3,75b,2006,08
36719,3,75b,2006,09
36720,1,75b,2006,10
36721,1,75b,2007,01
36722,4,75b,2007,02
36723,1,75b,2007,03
36724,2,75b,2007,04
36725,2,75b,2007,05
36726,2,75b,2007,06
36727,1,75b,2007,08
36728,3,75b,2007,09
36729,1,75b,2007,12
36730,1,75b,2008,01
36731,1,75b,2008,02
36732,1,75b,2008,03
36733,1,75b,2008,04
36734,1,75b,2008,05
36735,4,75b,2008,06
36736,1,75b,2008,07
36737,2,75b,2008,08
36738,2,75b,2008,09
36739,1,75b,2008,12
36740,1,75b,2009,01
36741,1,75b,2009,02
36742,1,75b,2009,03
36743,2,75b,2009,04
36744,1,75b,2009,12
36745,2,75b,2010,01
36746,2,75b,2010,02
36747,1,75b,2010,03
36748,2,75b,2010,04
36749,2,75b,2010,05
36750,1,75b,2010,06
36751,1,75b,2010,07
36752,2,75b,2010,10
36753,1,75b,2010,11
36754,2,75b,2010,12
36755,1,75b,2011,02
36756,1,75b,2011,04
36757,3,75b,2011,05
36758,3,75b,2011,06
36759,3,75b,2011,07
36760,1,75b,2011,11
36761,1,75b,2011,12
36762,2,75b,2012,01
36763,1,75b,2012,07
36764,1,75b,2012,11
36765,2,75b,2012,12
36766,2,75b,2013,01
36767,3,75b,2013,02
36768,2,75b,2013,03
36769,3,75b,2013,04
36770,1,75b,2013,06
36771,2,75b,2013,07
36772,2,75b,2013,08
36773,3,75b,2013,09
36774,2,75b,2013,10
36775,1,75b,2013,11
36776,5,75b,2013,12
36777,3,75b,2014,01
36778,1,75b,2014,02
36779,1,75b,2014,03
36780,2,75b,2014,06
36781,3,75b,2014,07
36782,1,75b,2014,08
36783,1,75b,2014,09
36784,2,75b,2014,10
36785,2,75b,2014,11
36786,1,75b,2015,02
36787,1,75b,2015,03
36788,1,75b,2015,04
36789,4,75b,2015,07
36790,2,75b,2015,08
36791,4,75b,2015,09
36792,7,75b,2015,11
36793,3,75b,2015,12
36794,4,75b,2016,01
36795,2,75b,2016,03
36796,2,75b,2016,05
36797,1,75b,2016,06
36798,2,75b,2016,07
36799,1,75b,2016,08
36800,1,75b,2016,09
36801,2,75b,2016,10
36802,1,75b,2016,11
36803,3,75b,2016,12
36804,2,75b,2017,01
36805,3,75c,2005,07
36806,1,75c,2005,08
36807,2,75c,2005,09
36808,1,75c,2005,11
36809,1,75c,2005,12
36810,2,75c,2006,03
36811,1,75c,2006,04
36812,1,75c,2006,05
36813,2,75c,2006,06
36814,1,75c,2006,08
36815,1,75c,2006,09
36816,1,75c,2006,10
36817,1,75c,2006,11
36818,1,75c,2007,01
36819,2,75c,2007,02
36820,1,75c,2007,05
36821,1,75c,2007,07
36822,1,75c,2007,08
36823,1,75c,2007,09
36824,2,75c,2007,11
36825,1,75c,2007,12
36826,3,75c,2008,01
36827,1,75c,2008,03
36828,2,75c,2008,04
36829,1,75c,2008,05
36830,1,75c,2008,06
36831,2,75c,2008,07
36832,1,75c,2008,09
36833,2,75c,2008,10
36834,2,75c,2008,11
36835,4,75c,2009,01
36836,2,75c,2009,03
36837,1,75c,2009,05
36838,1,75c,2009,06
36839,1,75c,2009,07
36840,1,75c,2009,08
36841,1,75c,2009,10
36842,2,75c,2009,11
36843,3,75c,2010,01
36844,1,75c,2010,02
36845,2,75c,2010,03
36846,3,75c,2010,07
36847,1,75c,2010,08
36848,1,75c,2010,09
36849,1,75c,2010,10
36850,1,75c,2010,11
36851,2,75c,2011,01
36852,1,75c,2011,02
36853,1,75c,2011,03
36854,2,75c,2011,07
36855,2,75c,2011,09
36856,3,75c,2011,10
36857,2,75c,2011,11
36858,2,75c,2012,01
36859,1,75c,2012,02
36860,2,75c,2012,03
36861,1,75c,2012,04
36862,3,75c,2012,05
36863,2,75c,2012,06
36864,1,75c,2012,07
36865,2,75c,2012,08
36866,2,75c,2012,09
36867,3,75c,2013,01
36868,2,75c,2013,02
36869,1,75c,2013,03
36870,2,75c,2013,04
36871,4,75c,2013,05
36872,3,75c,2013,06
36873,1,75c,2013,07
36874,13,75c,2013,08
36875,1,75c,2013,09
36876,4,75c,2013,10
36877,4,75c,2013,11
36878,3,75c,2013,12
36879,4,75c,2014,01
36880,3,75c,2014,02
36881,1,75c,2014,03
36882,3,75c,2014,04
36883,4,75c,2014,06
36884,1,75c,2014,07
36885,4,75c,2014,08
36886,1,75c,2014,09
36887,2,75c,2014,10
36888,1,75c,2014,11
36889,1,75c,2014,12
36890,4,75c,2015,01
36891,6,75c,2015,03
36892,3,75c,2015,04
36893,3,75c,2015,05
36894,5,75c,2015,06
36895,1,75c,2015,07
36896,2,75c,2015,08
36897,7,75c,2015,09
36898,3,75c,2015,10
36899,2,75c,2015,11
36900,2,75c,2015,12
36901,7,75c,2016,01
36902,1,75c,2016,02
36903,3,75c,2016,03
36904,6,75c,2016,04
36905,3,75c,2016,05
36906,3,75c,2016,06
36907,3,75c,2016,07
36908,1,75c,2016,08
36909,1,75c,2016,10
36910,1,75c,2016,11
36911,4,75c,2016,12
36912,5,75c,2017,01
36913,5,75c,2017,02
36914,2,75d,2005,04
36915,1,75d,2005,05
36916,1,75d,2005,09
36917,2,75d,2005,12
36918,3,75d,2006,01
36919,6,75d,2006,02
36920,2,75d,2006,04
36921,1,75d,2006,05
36922,3,75d,2006,06
36923,4,75d,2006,09
36924,1,75d,2006,10
36925,1,75d,2006,11
36926,2,75d,2007,01
36927,2,75d,2007,02
36928,1,75d,2007,03
36929,2,75d,2007,05
36930,1,75d,2007,06
36931,1,75d,2007,08
36932,3,75d,2007,09
36933,1,75d,2007,10
36934,2,75d,2007,11
36935,1,75d,2008,01
36936,1,75d,2008,02
36937,1,75d,2008,05
36938,1,75d,2008,06
36939,1,75d,2008,07
36940,1,75d,2008,08
36941,1,75d,2008,09
36942,2,75d,2008,10
36943,3,75d,2008,11
36944,4,75d,2008,12
36945,1,75d,2009,02
36946,2,75d,2009,03
36947,1,75d,2009,06
36948,1,75d,2009,07
36949,1,75d,2009,08
36950,3,75d,2009,10
36951,1,75d,2010,01
36952,2,75d,2010,02
36953,1,75d,2010,03
36954,1,75d,2010,04
36955,1,75d,2010,05
36956,3,75d,2010,07
36957,1,75d,2010,08
36958,1,75d,2010,11
36959,1,75d,2011,02
36960,2,75d,2011,03
36961,2,75d,2011,04
36962,1,75d,2011,05
36963,1,75d,2011,08
36964,2,75d,2011,09
36965,1,75d,2011,12
36966,2,75d,2012,01
36967,2,75d,2012,03
36968,1,75d,2012,04
36969,3,75d,2012,07
36970,2,75d,2012,09
36971,2,75d,2012,12
36972,1,75d,2013,01
36973,3,75d,2013,07
36974,3,75d,2013,09
36975,1,75d,2013,10
36976,1,75d,2013,11
36977,1,75d,2013,12
36978,1,75d,2014,01
36979,2,75d,2014,02
36980,1,75d,2014,03
36981,3,75d,2014,04
36982,2,75d,2014,05
36983,2,75d,2014,06
36984,5,75d,2014,07
36985,5,75d,2014,08
36986,1,75d,2014,09
36987,2,75d,2014,11
36988,2,75d,2014,12
36989,1,75d,2015,01
36990,5,75d,2015,02
36991,5,75d,2015,03
36992,5,75d,2015,04
36993,1,75d,2015,05
36994,9,75d,2015,06
36995,3,75d,2015,07
36996,5,75d,2015,08
36997,4,75d,2015,09
36998,4,75d,2015,10
36999,9,75d,2015,11
37000,2,75d,2015,12
37001,4,75d,2016,01
37002,4,75d,2016,02
37003,1,75d,2016,03
37004,1,75d,2016,04
37005,6,75d,2016,05
37006,1,75d,2016,06
37007,2,75d,2016,07
37008,2,75d,2016,09
37009,4,75d,2016,10
37010,3,75d,2016,11
37011,5,75d,2016,12
37012,1,75d,2017,01
37013,2,75d,2017,02
37014,10,76a,2005,04
37015,4,76a,2005,05
37016,5,76a,2005,06
37017,4,76a,2005,07
37018,3,76a,2005,08
37019,2,76a,2005,09
37020,5,76a,2005,10
37021,5,76a,2005,11
37022,9,76a,2005,12
37023,1,76a,2006,01
37024,2,76a,2006,02
37025,2,76a,2006,03
37026,9,76a,2006,04
37027,5,76a,2006,05
37028,1,76a,2006,06
37029,4,76a,2006,08
37030,2,76a,2006,09
37031,7,76a,2006,10
37032,6,76a,2006,11
37033,8,76a,2006,12
37034,9,76a,2007,01
37035,3,76a,2007,02
37036,3,76a,2007,03
37037,2,76a,2007,04
37038,5,76a,2007,05
37039,5,76a,2007,06
37040,5,76a,2007,07
37041,3,76a,2007,08
37042,3,76a,2007,09
37043,7,76a,2007,10
37044,4,76a,2007,11
37045,10,76a,2007,12
37046,5,76a,2008,01
37047,7,76a,2008,02
37048,3,76a,2008,03
37049,1,76a,2008,04
37050,8,76a,2008,05
37051,4,76a,2008,06
37052,2,76a,2008,07
37053,3,76a,2008,08
37054,6,76a,2008,09
37055,5,76a,2008,10
37056,8,76a,2008,11
37057,6,76a,2008,12
37058,14,76a,2009,01
37059,7,76a,2009,02
37060,4,76a,2009,03
37061,5,76a,2009,04
37062,10,76a,2009,05
37063,2,76a,2009,06
37064,3,76a,2009,07
37065,7,76a,2009,08
37066,5,76a,2009,09
37067,4,76a,2009,10
37068,4,76a,2009,11
37069,8,76a,2009,12
37070,10,76a,2010,01
37071,4,76a,2010,02
37072,2,76a,2010,03
37073,3,76a,2010,04
37074,8,76a,2010,05
37075,4,76a,2010,06
37076,4,76a,2010,07
37077,5,76a,2010,08
37078,3,76a,2010,09
37079,9,76a,2010,10
37080,5,76a,2010,11
37081,4,76a,2010,12
37082,6,76a,2011,01
37083,2,76a,2011,03
37084,8,76a,2011,04
37085,4,76a,2011,05
37086,3,76a,2011,06
37087,5,76a,2011,07
37088,6,76a,2011,08
37089,9,76a,2011,09
37090,1,76a,2011,10
37091,6,76a,2011,11
37092,6,76a,2011,12
37093,8,76a,2012,01
37094,6,76a,2012,02
37095,3,76a,2012,03
37096,5,76a,2012,04
37097,3,76a,2012,05
37098,10,76a,2012,06
37099,4,76a,2012,07
37100,2,76a,2012,08
37101,4,76a,2012,09
37102,4,76a,2012,10
37103,4,76a,2012,11
37104,5,76a,2012,12
37105,9,76a,2013,01
37106,6,76a,2013,02
37107,8,76a,2013,03
37108,4,76a,2013,04
37109,6,76a,2013,05
37110,11,76a,2013,06
37111,1,76a,2013,07
37112,3,76a,2013,08
37113,2,76a,2013,09
37114,15,76a,2013,10
37115,7,76a,2013,11
37116,13,76a,2013,12
37117,7,76a,2014,01
37118,8,76a,2014,02
37119,5,76a,2014,03
37120,5,76a,2014,04
37121,8,76a,2014,05
37122,13,76a,2014,06
37123,8,76a,2014,07
37124,4,76a,2014,08
37125,5,76a,2014,09
37126,4,76a,2014,10
37127,5,76a,2014,11
37128,16,76a,2014,12
37129,9,76a,2015,01
37130,10,76a,2015,02
37131,10,76a,2015,03
37132,3,76a,2015,04
37133,2,76a,2015,05
37134,6,76a,2015,06
37135,19,76a,2015,07
37136,10,76a,2015,08
37137,10,76a,2015,09
37138,9,76a,2015,10
37139,10,76a,2015,11
37140,14,76a,2015,12
37141,16,76a,2016,01
37142,9,76a,2016,02
37143,11,76a,2016,03
37144,10,76a,2016,04
37145,3,76a,2016,05
37146,10,76a,2016,06
37147,8,76a,2016,07
37148,6,76a,2016,08
37149,3,76a,2016,09
37150,5,76a,2016,10
37151,7,76a,2016,11
37152,8,76a,2016,12
37153,15,76a,2017,01
37154,4,76a,2017,02
37155,2,76b,2005,04
37156,4,76b,2005,05
37157,6,76b,2005,06
37158,2,76b,2005,07
37159,3,76b,2005,08
37160,2,76b,2005,09
37161,3,76b,2005,10
37162,5,76b,2005,11
37163,3,76b,2005,12
37164,3,76b,2006,01
37165,6,76b,2006,03
37166,5,76b,2006,04
37167,4,76b,2006,05
37168,2,76b,2006,06
37169,3,76b,2006,07
37170,5,76b,2006,08
37171,4,76b,2006,09
37172,6,76b,2006,10
37173,5,76b,2006,11
37174,3,76b,2006,12
37175,3,76b,2007,01
37176,1,76b,2007,02
37177,6,76b,2007,03
37178,1,76b,2007,04
37179,5,76b,2007,05
37180,4,76b,2007,06
37181,4,76b,2007,07
37182,5,76b,2007,08
37183,5,76b,2007,09
37184,6,76b,2007,11
37185,3,76b,2007,12
37186,5,76b,2008,01
37187,4,76b,2008,02
37188,2,76b,2008,03
37189,4,76b,2008,04
37190,3,76b,2008,05
37191,3,76b,2008,06
37192,2,76b,2008,07
37193,1,76b,2008,08
37194,2,76b,2008,09
37195,3,76b,2008,11
37196,5,76b,2008,12
37197,7,76b,2009,01
37198,1,76b,2009,02
37199,3,76b,2009,03
37200,5,76b,2009,04
37201,3,76b,2009,05
37202,2,76b,2009,06
37203,2,76b,2009,07
37204,2,76b,2009,08
37205,7,76b,2009,09
37206,1,76b,2009,10
37207,2,76b,2009,11
37208,3,76b,2009,12
37209,3,76b,2010,01
37210,5,76b,2010,03
37211,3,76b,2010,04
37212,5,76b,2010,05
37213,2,76b,2010,06
37214,3,76b,2010,08
37215,3,76b,2010,09
37216,5,76b,2010,10
37217,3,76b,2010,11
37218,3,76b,2010,12
37219,8,76b,2011,01
37220,3,76b,2011,02
37221,2,76b,2011,03
37222,3,76b,2011,04
37223,1,76b,2011,05
37224,3,76b,2011,06
37225,4,76b,2011,07
37226,2,76b,2011,08
37227,7,76b,2011,09
37228,1,76b,2011,10
37229,2,76b,2011,11
37230,3,76b,2011,12
37231,6,76b,2012,01
37232,6,76b,2012,02
37233,2,76b,2012,03
37234,1,76b,2012,04
37235,3,76b,2012,05
37236,6,76b,2012,06
37237,6,76b,2012,07
37238,1,76b,2012,08
37239,2,76b,2012,09
37240,2,76b,2012,10
37241,4,76b,2012,11
37242,4,76b,2012,12
37243,4,76b,2013,01
37244,2,76b,2013,02
37245,4,76b,2013,03
37246,3,76b,2013,04
37247,2,76b,2013,05
37248,4,76b,2013,06
37249,6,76b,2013,07
37250,4,76b,2013,08
37251,9,76b,2013,09
37252,4,76b,2013,10
37253,4,76b,2013,11
37254,18,76b,2013,12
37255,5,76b,2014,01
37256,3,76b,2014,02
37257,1,76b,2014,03
37258,3,76b,2014,04
37259,3,76b,2014,05
37260,3,76b,2014,06
37261,4,76b,2014,07
37262,3,76b,2014,08
37263,3,76b,2014,09
37264,4,76b,2014,10
37265,5,76b,2014,11
37266,15,76b,2014,12
37267,11,76b,2015,01
37268,1,76b,2015,02
37269,2,76b,2015,03
37270,5,76b,2015,04
37271,3,76b,2015,05
37272,2,76b,2015,06
37273,7,76b,2015,07
37274,4,76b,2015,08
37275,2,76b,2015,09
37276,4,76b,2015,10
37277,5,76b,2015,11
37278,23,76b,2015,12
37279,10,76b,2016,01
37280,6,76b,2016,03
37281,4,76b,2016,04
37282,1,76b,2016,05
37283,8,76b,2016,06
37284,2,76b,2016,07
37285,6,76b,2016,08
37286,5,76b,2016,09
37287,2,76b,2016,10
37288,5,76b,2016,11
37289,10,76b,2016,12
37290,6,76b,2017,01
37291,3,77a,2005,04
37292,6,77a,2005,05
37293,2,77a,2005,06
37294,2,77a,2005,08
37295,4,77a,2005,09
37296,4,77a,2005,10
37297,5,77a,2005,11
37298,5,77a,2005,12
37299,8,77a,2006,01
37300,3,77a,2006,02
37301,2,77a,2006,03
37302,3,77a,2006,04
37303,3,77a,2006,05
37304,3,77a,2006,06
37305,4,77a,2006,07
37306,7,77a,2006,08
37307,2,77a,2006,09
37308,2,77a,2006,10
37309,3,77a,2006,11
37310,3,77a,2006,12
37311,6,77a,2007,01
37312,4,77a,2007,02
37313,3,77a,2007,03
37314,3,77a,2007,04
37315,2,77a,2007,05
37316,1,77a,2007,06
37317,5,77a,2007,07
37318,3,77a,2007,08
37319,1,77a,2007,09
37320,8,77a,2007,10
37321,6,77a,2007,11
37322,9,77a,2007,12
37323,6,77a,2008,01
37324,3,77a,2008,02
37325,3,77a,2008,03
37326,4,77a,2008,04
37327,2,77a,2008,05
37328,6,77a,2008,06
37329,4,77a,2008,07
37330,10,77a,2008,08
37331,7,77a,2008,09
37332,8,77a,2008,10
37333,6,77a,2008,11
37334,7,77a,2008,12
37335,15,77a,2009,01
37336,3,77a,2009,02
37337,2,77a,2009,03
37338,1,77a,2009,04
37339,4,77a,2009,05
37340,5,77a,2009,06
37341,5,77a,2009,07
37342,5,77a,2009,08
37343,2,77a,2009,09
37344,5,77a,2009,10
37345,8,77a,2009,11
37346,7,77a,2009,12
37347,5,77a,2010,01
37348,1,77a,2010,02
37349,2,77a,2010,03
37350,1,77a,2010,04
37351,6,77a,2010,05
37352,5,77a,2010,06
37353,4,77a,2010,07
37354,3,77a,2010,08
37355,1,77a,2010,09
37356,3,77a,2010,10
37357,5,77a,2010,11
37358,12,77a,2010,12
37359,6,77a,2011,01
37360,6,77a,2011,02
37361,7,77a,2011,03
37362,2,77a,2011,04
37363,8,77a,2011,05
37364,6,77a,2011,06
37365,3,77a,2011,07
37366,3,77a,2011,08
37367,5,77a,2011,09
37368,3,77a,2011,10
37369,6,77a,2011,11
37370,4,77a,2011,12
37371,4,77a,2012,01
37372,2,77a,2012,02
37373,2,77a,2012,03
37374,2,77a,2012,04
37375,4,77a,2012,05
37376,3,77a,2012,06
37377,2,77a,2012,07
37378,2,77a,2012,08
37379,3,77a,2012,09
37380,2,77a,2012,10
37381,2,77a,2012,11
37382,3,77a,2012,12
37383,7,77a,2013,01
37384,1,77a,2013,02
37385,7,77a,2013,03
37386,7,77a,2013,04
37387,2,77a,2013,05
37388,14,77a,2013,06
37389,10,77a,2013,07
37390,8,77a,2013,08
37391,8,77a,2013,09
37392,11,77a,2013,10
37393,10,77a,2013,11
37394,13,77a,2013,12
37395,15,77a,2014,01
37396,4,77a,2014,02
37397,2,77a,2014,03
37398,9,77a,2014,04
37399,4,77a,2014,05
37400,9,77a,2014,06
37401,6,77a,2014,07
37402,12,77a,2014,08
37403,6,77a,2014,09
37404,6,77a,2014,10
37405,6,77a,2014,11
37406,17,77a,2014,12
37407,14,77a,2015,01
37408,8,77a,2015,02
37409,10,77a,2015,03
37410,6,77a,2015,04
37411,4,77a,2015,05
37412,10,77a,2015,06
37413,20,77a,2015,07
37414,9,77a,2015,08
37415,18,77a,2015,09
37416,16,77a,2015,10
37417,13,77a,2015,11
37418,18,77a,2015,12
37419,10,77a,2016,01
37420,18,77a,2016,02
37421,8,77a,2016,03
37422,9,77a,2016,04
37423,7,77a,2016,05
37424,3,77a,2016,06
37425,6,77a,2016,07
37426,4,77a,2016,08
37427,6,77a,2016,09
37428,6,77a,2016,10
37429,7,77a,2016,11
37430,9,77a,2016,12
37431,8,77a,2017,01
37432,4,77a,2017,02
37433,2,77b,2005,04
37434,3,77b,2005,06
37435,5,77b,2005,07
37436,1,77b,2005,08
37437,3,77b,2005,09
37438,7,77b,2005,11
37439,2,77b,2005,12
37440,1,77b,2006,01
37441,2,77b,2006,02
37442,4,77b,2006,03
37443,1,77b,2006,04
37444,2,77b,2006,05
37445,4,77b,2006,06
37446,1,77b,2006,07
37447,2,77b,2006,08
37448,2,77b,2006,10
37449,1,77b,2006,11
37450,2,77b,2006,12
37451,3,77b,2007,01
37452,2,77b,2007,02
37453,3,77b,2007,03
37454,4,77b,2007,04
37455,2,77b,2007,05
37456,4,77b,2007,06
37457,1,77b,2007,07
37458,2,77b,2007,08
37459,2,77b,2007,09
37460,7,77b,2007,10
37461,2,77b,2007,11
37462,4,77b,2007,12
37463,2,77b,2008,01
37464,2,77b,2008,02
37465,1,77b,2008,03
37466,1,77b,2008,04
37467,5,77b,2008,05
37468,2,77b,2008,06
37469,3,77b,2008,07
37470,4,77b,2008,08
37471,1,77b,2008,09
37472,3,77b,2008,10
37473,1,77b,2008,11
37474,4,77b,2008,12
37475,5,77b,2009,01
37476,3,77b,2009,02
37477,1,77b,2009,03
37478,1,77b,2009,04
37479,3,77b,2009,05
37480,1,77b,2009,06
37481,4,77b,2009,07
37482,2,77b,2009,08
37483,1,77b,2009,09
37484,4,77b,2009,10
37485,2,77b,2009,11
37486,6,77b,2009,12
37487,1,77b,2010,01
37488,3,77b,2010,02
37489,2,77b,2010,03
37490,1,77b,2010,04
37491,5,77b,2010,05
37492,1,77b,2010,06
37493,1,77b,2010,07
37494,2,77b,2010,09
37495,3,77b,2010,10
37496,4,77b,2010,11
37497,5,77b,2010,12
37498,2,77b,2011,01
37499,1,77b,2011,02
37500,1,77b,2011,03
37501,6,77b,2011,04
37502,5,77b,2011,05
37503,1,77b,2011,06
37504,1,77b,2011,07
37505,1,77b,2011,08
37506,3,77b,2011,09
37507,5,77b,2011,10
37508,4,77b,2011,11
37509,5,77b,2011,12
37510,5,77b,2012,01
37511,3,77b,2012,02
37512,1,77b,2012,03
37513,1,77b,2012,05
37514,1,77b,2012,06
37515,2,77b,2012,07
37516,4,77b,2012,08
