,number_of_incidents,code,year,month,hour
58847,1,30b,2007,03,13
58848,1,30b,2007,04,12
58849,1,30b,2007,04,16
58850,2,30b,2007,04,20
58851,1,30b,2007,04,5
58852,1,30b,2007,05,10
58853,2,30b,2007,05,15
58854,1,30b,2007,05,2
58855,2,30b,2007,05,20
58856,1,30b,2007,05,8
58857,1,30b,2007,06,1
58858,1,30b,2007,06,18
58859,1,30b,2007,06,19
58860,1,30b,2007,07,0
58861,1,30b,2007,07,10
58862,1,30b,2007,07,14
58863,1,30b,2007,07,16
58864,1,30b,2007,07,18
58865,1,30b,2007,07,9
58866,1,30b,2007,08,12
58867,1,30b,2007,08,13
58868,1,30b,2007,08,16
58869,1,30b,2007,08,17
58870,1,30b,2007,08,19
58871,1,30b,2007,08,23
58872,1,30b,2007,09,16
58873,1,30b,2007,09,21
58874,1,30b,2007,09,7
58875,1,30b,2007,10,1
58876,1,30b,2007,10,12
58877,1,30b,2007,10,19
58878,1,30b,2007,10,23
58879,1,30b,2007,10,3
58880,1,30b,2007,10,8
58881,1,30b,2007,10,9
58882,1,30b,2007,11,11
58883,1,30b,2007,12,13
58884,1,30b,2007,12,14
58885,2,30b,2007,12,17
58886,1,30b,2007,12,20
58887,1,30b,2007,12,8
58888,1,30b,2008,01,14
58889,1,30b,2008,01,17
58890,1,30b,2008,01,22
58891,1,30b,2008,02,11
58892,1,30b,2008,03,16
58893,1,30b,2008,03,18
58894,1,30b,2008,03,2
58895,2,30b,2008,04,1
58896,1,30b,2008,04,15
58897,1,30b,2008,04,16
58898,1,30b,2008,04,20
58899,1,30b,2008,04,22
58900,1,30b,2008,04,6
58901,1,30b,2008,04,8
58902,1,30b,2008,05,2
58903,1,30b,2008,05,22
58904,3,30b,2008,05,4
58905,1,30b,2008,06,16
58906,1,30b,2008,06,18
58907,1,30b,2008,06,3
58908,1,30b,2008,06,4
58909,1,30b,2008,06,5
58910,1,30b,2008,06,6
58911,1,30b,2008,07,2
58912,1,30b,2008,07,23
58913,2,30b,2008,07,4
58914,1,30b,2008,07,6
58915,1,30b,2008,08,0
58916,2,30b,2008,08,1
58917,2,30b,2008,08,14
58918,1,30b,2008,08,17
58919,1,30b,2008,08,18
58920,1,30b,2008,08,2
58921,1,30b,2008,08,21
58922,1,30b,2008,08,3
58923,1,30b,2008,08,6
58924,2,30b,2008,09,10
58925,1,30b,2008,09,15
58926,1,30b,2008,09,16
58927,1,30b,2008,09,17
58928,1,30b,2008,09,19
58929,1,30b,2008,09,2
58930,1,30b,2008,09,4
58931,1,30b,2008,09,5
58932,1,30b,2008,09,7
58933,1,30b,2008,10,1
58934,1,30b,2008,10,22
58935,1,30b,2008,10,4
58936,1,30b,2008,10,5
58937,2,30b,2008,10,6
58938,1,30b,2008,10,7
58939,1,30b,2008,11,10
58940,1,30b,2008,11,16
58941,1,30b,2008,11,21
58942,1,30b,2008,11,6
58943,1,30b,2008,12,13
58944,1,30b,2008,12,14
58945,1,30b,2008,12,16
58946,1,30b,2008,12,2
58947,1,30b,2008,12,20
58948,1,30b,2008,12,21
58949,1,30b,2008,12,22
58950,1,30b,2008,12,23
58951,1,30b,2008,12,3
58952,1,30b,2008,12,5
58953,1,30b,2008,12,6
58954,1,30b,2008,12,8
58955,1,30b,2009,01,15
58956,1,30b,2009,01,17
58957,1,30b,2009,01,21
58958,1,30b,2009,01,22
58959,1,30b,2009,01,3
58960,1,30b,2009,01,5
58961,1,30b,2009,01,8
58962,1,30b,2009,02,11
58963,1,30b,2009,02,14
58964,1,30b,2009,02,18
58965,1,30b,2009,02,4
58966,1,30b,2009,02,6
58967,1,30b,2009,02,9
58968,1,30b,2009,03,10
58969,1,30b,2009,03,13
58970,1,30b,2009,03,15
58971,1,30b,2009,03,19
58972,1,30b,2009,03,3
58973,1,30b,2009,03,6
58974,1,30b,2009,04,11
58975,1,30b,2009,04,14
58976,1,30b,2009,04,2
58977,1,30b,2009,04,22
58978,1,30b,2009,04,6
58979,1,30b,2009,04,8
58980,1,30b,2009,05,10
58981,1,30b,2009,05,13
58982,1,30b,2009,05,23
58983,1,30b,2009,06,0
58984,1,30b,2009,06,14
58985,1,30b,2009,06,15
58986,1,30b,2009,06,18
58987,1,30b,2009,06,22
58988,1,30b,2009,06,3
58989,1,30b,2009,07,15
58990,1,30b,2009,07,2
58991,1,30b,2009,08,2
58992,1,30b,2009,09,10
58993,1,30b,2009,09,17
58994,1,30b,2009,09,19
58995,1,30b,2009,09,2
58996,1,30b,2009,09,5
58997,1,30b,2009,10,10
58998,1,30b,2009,10,20
58999,1,30b,2009,10,21
59000,1,30b,2009,11,11
59001,1,30b,2009,11,15
59002,1,30b,2009,11,2
59003,1,30b,2009,11,7
59004,1,30b,2009,12,1
59005,1,30b,2009,12,19
59006,1,30b,2009,12,2
59007,1,30b,2009,12,20
59008,1,30b,2010,01,0
59009,2,30b,2010,01,16
59010,1,30b,2010,01,18
59011,1,30b,2010,01,20
59012,1,30b,2010,01,3
59013,2,30b,2010,02,14
59014,1,30b,2010,02,17
59015,1,30b,2010,02,21
59016,1,30b,2010,02,9
59017,1,30b,2010,03,1
59018,1,30b,2010,03,12
59019,2,30b,2010,03,14
59020,1,30b,2010,03,16
59021,2,30b,2010,03,2
59022,1,30b,2010,03,20
59023,1,30b,2010,03,23
59024,1,30b,2010,04,11
59025,1,30b,2010,04,14
59026,2,30b,2010,04,15
59027,1,30b,2010,04,16
59028,1,30b,2010,04,18
59029,1,30b,2010,04,9
59030,1,30b,2010,05,16
59031,1,30b,2010,06,15
59032,1,30b,2010,06,17
59033,1,30b,2010,06,20
59034,1,30b,2010,06,7
59035,1,30b,2010,07,11
59036,1,30b,2010,07,14
59037,1,30b,2010,07,22
59038,1,30b,2010,08,10
59039,1,30b,2010,08,17
59040,2,30b,2010,08,19
59041,1,30b,2010,08,21
59042,1,30b,2010,08,7
59043,1,30b,2010,09,13
59044,1,30b,2010,09,21
59045,1,30b,2010,09,4
59046,1,30b,2010,10,10
59047,1,30b,2010,10,20
59048,1,30b,2010,10,8
59049,1,30b,2010,11,0
59050,1,30b,2010,11,1
59051,1,30b,2010,11,15
59052,1,30b,2010,11,16
59053,1,30b,2010,11,20
59054,1,30b,2010,11,9
59055,1,30b,2010,12,11
59056,1,30b,2010,12,12
59057,2,30b,2010,12,14
59058,1,30b,2010,12,16
59059,1,30b,2010,12,22
59060,1,30b,2010,12,23
59061,1,30b,2010,12,9
59062,1,30b,2011,01,0
59063,1,30b,2011,01,11
59064,3,30b,2011,01,2
59065,2,30b,2011,02,10
59066,2,30b,2011,02,18
59067,1,30b,2011,02,22
59068,2,30b,2011,02,23
59069,1,30b,2011,02,3
59070,1,30b,2011,03,11
59071,1,30b,2011,03,14
59072,1,30b,2011,03,17
59073,2,30b,2011,03,18
59074,1,30b,2011,04,15
59075,2,30b,2011,04,7
59076,1,30b,2011,05,18
59077,1,30b,2011,05,19
59078,1,30b,2011,05,2
59079,1,30b,2011,06,17
59080,1,30b,2011,06,18
59081,1,30b,2011,06,23
59082,1,30b,2011,06,8
59083,1,30b,2011,07,11
59084,1,30b,2011,07,16
59085,1,30b,2011,07,17
59086,1,30b,2011,07,22
59087,2,30b,2011,08,13
59088,1,30b,2011,08,15
59089,1,30b,2011,08,16
59090,1,30b,2011,08,9
59091,1,30b,2011,09,10
59092,1,30b,2011,09,19
59093,1,30b,2011,10,11
59094,1,30b,2011,10,16
59095,1,30b,2011,10,3
59096,1,30b,2011,11,14
59097,1,30b,2011,11,19
59098,1,30b,2011,11,20
59099,1,30b,2011,12,11
59100,1,30b,2011,12,22
59101,1,30b,2011,12,3
59102,1,30b,2012,01,0
59103,1,30b,2012,01,2
59104,1,30b,2012,01,21
59105,1,30b,2012,01,6
59106,1,30b,2012,01,8
59107,1,30b,2012,02,0
59108,1,30b,2012,02,17
59109,1,30b,2012,02,18
59110,1,30b,2012,02,20
59111,1,30b,2012,02,5
59112,1,30b,2012,02,8
59113,2,30b,2012,03,14
59114,1,30b,2012,03,16
59115,2,30b,2012,04,0
59116,1,30b,2012,04,1
59117,1,30b,2012,04,16
59118,1,30b,2012,04,19
59119,1,30b,2012,04,9
59120,1,30b,2012,05,18
59121,2,30b,2012,05,21
59122,1,30b,2012,05,9
59123,1,30b,2012,06,10
59124,1,30b,2012,06,15
59125,1,30b,2012,06,19
59126,1,30b,2012,06,3
59127,1,30b,2012,07,0
59128,1,30b,2012,07,11
59129,1,30b,2012,07,12
59130,1,30b,2012,07,18
59131,1,30b,2012,07,22
